,,,,,,,,,,
,Consumer prices of petroleum products net of duties and taxes,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
AT,,,,,,,,,,
,,,,,,,,,,
,Date,"ExchangeRateTo €",Euro-super 95  (I), Gas oil automobile Automotive gas oil Dieselkraftstoff (I), Gas oil de chauffage Heating gas oil Heizöl (II), Fuel oil - Schweres Heizöl (III) Soufre <= 1% Sulphur <= 1% Schwefel <= 1%,,,,
,,,1000L,1000L,1000L,t,,,,
,02/07/12,1.00000,680.08,721.52,647.53,551.56,580.03,,,
,25/06/12,1.00000,680.63,719.1,655.87,562.29,580.03,,,
,18/06/12,1.00000,696.87,732.54,662.76,568.14,580.03,,,
,11/06/12,1.00000,706.74,739.12,668.37,585.88,580.03,,,
,04/06/12,1.00000,730.92,755.96,694.2,599.34,609.75,,,
,28/05/12,1.00000,738.48,766.62,700.84,603.82,609.75,,,
,21/05/12,1.00000,736.35,779.21,706.11,608.27,609.75,,,
,14/05/12,1.00000,742.68,783.49,714.01,614.87,609.75,,,
,07/05/12,1.00000,761.27,803.49,727.28,621.43,610.02,,,
,30/04/12,1.00000,782.16,804.64,727.11,621.77,613.39,,,
,23/04/12,1.00000,795.63,805.36,726.87,633.73,613.39,,,
,16/04/12,1.00000,816.99,807.88,733.73,632.41,613.39,,,
,02/04/12,1.00000,816.34,822.28,734.83,627.63,610.5,,,
,26/03/12,1.00000,803.23,822.37,741.54,621.21,610.5,,,
,19/03/12,1.00000,802.15,831.54,744.27,624.7,610.5,,,
,12/03/12,1.00000,780.23,824.39,731.69,607.95,610.5,,,
,05/03/12,1.00000,768.3,802.3,728.63,586.33,607.63,,,
,27/02/12,1.00000,768.15,813.35,732.27,606.72,587.53,,,
,20/02/12,1.00000,753.7,809.52,723.67,602.85,587.53,,,
,13/02/12,1.00000,734.8,794.04,719.32,582.13,587.53,,,
,06/02/12,1.00000,722.46,773.27,700.86,576.12,587.71,,,
,30/01/12,1.00000,716.26,770.15,700.14,574.27,561.74,,,
,23/01/12,1.00000,715.67,781.17,708.72,576.75,581.59,,,
,16/01/12,1.00000,713.34,802.96,707.5,571.9,581.59,,,
,09/01/12,1.00000,705.4,782.35,688.34,548.69,581.68,,,
,19/12/11,1.00000,655.76,743.48,674.41,543.98,581.99,,,
,12/12/11,1.00000,654.23,753.31,682.79,539.63,581.99,,,
,05/12/11,1.00000,645.63,753.13,685.17,529.78,574.03,,,
,28/11/11,1.00000,646.96,755.39,685,536.51,572.95,,,
,21/11/11,1.00000,655,774.92,687.97,543.92,572.95,,,
,14/11/11,1.00000,667.34,769.36,676.36,530.92,572.68,,,
,07/11/11,1.00000,663.87,751.89,661.23,524.48,572.68,,,
,31/10/11,1.00000,671.19,752.5,657.99,522.76,557.92,,,
,24/10/11,1.00000,671.44,748.66,651.54,524.92,557.92,,,
,17/10/11,1.00000,684.54,738.37,643.83,524.28,557.92,,,
,10/10/11,1.00000,672.53,729.28,638.24,519.02,557.92,,,
,03/10/11,1.00000,668.61,723.57,642.24,519.28,563.81,,,
,26/09/11,1.00000,684.1,735.06,649.91,519.53,563.81,,,
,19/09/11,1.00000,703.51,735.3,646.91,518.98,563.81,,,
,12/09/11,1.00000,706.97,736.22,644.48,523.88,563.72,,,
,05/09/11,1.00000,704.9,726.38,638.53,525.39,563.81,,,
,29/08/11,1.00000,675.5,707.93,636.32,517.67,568.76,,,
,22/08/11,1.00000,668.61,704.3,630.5,524.71,568.76,,,
,08/08/11,1.00000,691.24,728.33,650.6,537.27,568.76,,,
,01/08/11,1.00000,705.13,739.68,658.56,537.18,551.4,,,
,25/07/11,1.00000,706.55,741.4,655.9,535.72,551.4,,,
,18/07/11,1.00000,707,741.97,649.59,531.33,542.43,,,
,11/07/11,1.00000,686.84,720.8,621.14,520.95,542.43,,,
,04/07/11,1.00000,667.52,707.18,621.11,513.2,546.33,,,
,27/06/11,1.00000,663.79,707.94,633.92,525.45,546.33,,,
,20/06/11,1.00000,678.77,732.2,639.59,518.59,546.33,,,
,13/06/11,1.00000,674.84,725.36,630.44,509.28,546.33,,,
,06/06/11,1.00000,679.7,714.77,630.83,525.74,546.91,,,
,30/05/11,1.00000,700.28,722.03,629.4,521.05,563.23,,,
,23/05/11,1.00000,680.67,704.72,622.77,525.82,563.23,,,
,16/05/11,1.00000,697.29,709.21,637.27,532.99,563.23,,,
,09/05/11,1.00000,698.6,706.56,649.83,527.86,562.98,,,
,02/05/11,1.00000,728.18,750.75,664.45,535.26,556.95,,,
,18/04/11,1.00000,713.03,757.7,674.67,548.36,556.77,,,
,11/04/11,1.00000,705.03,762.96,664.31,507.95,556.19,,,
,04/04/11,1.00000,690.21,749.21,661.5,500.92,559.81,,,
,28/03/11,1.00000,684.94,745.2,662.31,508.04,561.48,,,
,21/03/11,1.00000,663.32,750.16,659.49,490.99,561.48,,,
,14/03/11,1.00000,679.84,749.37,660.38,488.1,561.07,,,
,07/03/11,1.00000,677.48,746.59,647.01,463.53,560.54,,,
,28/02/11,1.00000,666.61,727.94,628.51,456.87,543.55,,,
,21/02/11,1.00000,647.96,712.66,613.69,450.44,543.55,,,
,14/02/11,1.00000,634.67,702.05,603.73,454.55,543.55,,,
,07/02/11,1.00000,634.28,700.28,601.08,431.64,543.55,,,
,31/01/11,1.00000,623.93,675.29,589.12,438.66,539.43,,,
,24/01/11,1.00000,634.71,679.94,591.3,438.23,539.43,,,
,17/01/11,1.00000,646.87,685.8,588.33,436.08,539.43,,,
,10/01/11,1.00000,629.47,665.99,574.91,414.86,539.43,,,
,03/01/11,1.00000,622.42,660.1,573.77,409.77,520.69,,,
,20/12/10,1.00000,606.07,643.6,569.52,427.44,520.56,,,
,13/12/10,1.00000,611.73,642.58,551.57,417.67,520.56,,,
,06/12/10,1.00000,601.75,627.73,541.74,419.42,520.56,,,
,29/11/10,1.00000,582.81,612.3,529.74,405.08,484.9,,,
,22/11/10,1.00000,568.16,601.81,524.18,409.63,484.9,,,
,15/11/10,1.00000,573.43,615.75,521.3,407.61,484.36,,,
,08/11/10,1.00000,552.16,590.37,511.34,400.59,484.36,,,
,25/10/10,1.00000,553.67,583.79,512.37,405.52,480.62,,,
,18/10/10,1.00000,555.5,584.26,514.75,401.76,480.62,,,
,11/10/10,1.00000,553.13,590.09,513.46,404.15,480.62,,,
,04/10/10,1.00000,536.12,579.7,508.89,412.39,477.04,,,
,27/09/10,1.00000,538.13,578.67,509.5,411.61,477.04,,,
,20/09/10,1.00000,558.66,587.06,513.35,406.84,477.04,,,
,13/09/10,1.00000,550.24,581.41,503.93,412.99,477.04,,,
,06/09/10,1.00000,545,577.74,500.25,410.97,477.46,,,
,30/08/10,1.00000,539.33,575.51,497.47,416.82,469.74,,,
,23/08/10,1.00000,535.6,566.56,503.16,408.11,469.74,,,
,16/08/10,1.00000,548.36,580.59,514.24,425.08,469.74,,,
,09/08/10,1.00000,555.62,588.1,512.69,418.7,469.74,,,
